Text,Label
จะเดินไปซอยข้างหน้าหรือข้างหลังก็มีร้านอาหารเยอะแยะไปหมด,  I-LocationPos
ห้องพักดูดี,  B-RoomPos
ของครับครัน,  B-FacilitiesPos
โดยเฉพาะโซนครัวมีทุกอย่างเลย,  I-FacilitiesPos
แต่ห้องน้ำแอบน้ำขังไปนิดนึง,  B-FacilitiesNeu
โดยรวมประทับใจมาก,  B-ImpressedPos
สถานที่,  B-LocationPos
:,  I-LocationPos
ใกล้กับสิ่งอำนวยค.สะดวก,  I-LocationPos
หรือถานที่เที่ยวมากมายแถวบางแสน,  I-LocationPos
แต่ไกลจากหาด,  B-LocationNeg
เดินทาง,  O
:,  O
แนะนำว่าควรมีรถส่วนตัวอย่างเดียว,  O
ที่พักอยู่ในซอยลึกพอสมควร,  O
อาหารเช้า,  B-FoodPos
:,  I-FoodPos
ตรงปกมาก,  I-FoodPos
ไม่มีอะไรเท่าไหร่,  I-FoodPos
ไม่ใช่บุฟเฟ่ต์,  I-FoodPos
ความสะอาด,  B-CleanNeu
:,  I-CleanNeu
สะอาด,  I-CleanNeu
พอสมควร,  I-CleanNeu
ผ้าห่ม,  I-CleanNeu
หรืผ้าปูเตียงคือสะอาดไม่ได้ปูไว้นาน,  I-CleanNeu
เลยรู้สึกไม่คันเพราะไรฝุ่น,  I-CleanNeu
โดยรวมโอเค,  I-CleanNeu
ไม่แย่,  I-CleanNeu
ในห้องเหมือนอยู่คอนโด,  O
คนที่3,  O
เสริมฟูกหน้าทีวีนอกห้องนอน,  O
ห้องพักสะอาดมาก,  B-CleanPos
สิ่งอำนวยความสะดวกครบครัน,  B-FacilitiesPos
บรรยากาศดี,  B-GoodView
ไม่ไกลจากชายหาด,  B-LocationPos
ข้าวต้มกุ้งมื้อเช้าอร่อย,  B-FoodPos
พนักงานบริการดีมาก,  B-ServicePos
สระว่ายน้ำสะอาด,  B-CleanPos
วิวดีมาก,  B-GoodView
ห้องพักสะอาด,  B-CleanPos
นอนหลับสบาย,  B-RoomPos
เงียบ,  I-RoomPos
ไม่มีเสียงรบกวน,  I-RoomPos
พนักงานบริการดี,  B-ServicePos
สิ่งอำนวยความ,  O
สะดวกในห้องครบถ้วน,  B-FacilitiesPos
โรงแรมอยู่ซอยถัดจากริมหาด,  B-LocationPos
สามารถเดินออกไปได้,  I-LocationPos
มีที่จอดรถกว้างพอให้ทุกห้อง,  B-FacilitiesPos
แต่ตอนเข้าพักช่วงวันหยุดยาว,  O
เชคอินตอนบ่ายสอง,  O
คิวยาวมาก,  O
จุดรอเคาเตอร์เชคอินไม่มีแอร์,  O
ตอนต่อคิวค่อนข้างร้อน,  O
แต่โดยรวมประทับใจค่ะ,  B-ImpressedPos
ห้องสกปรก,  B-CleanNeg
มีทรายบนที่นอน,  I-CleanNeg
และเหม็นอับ,  I-CleanNeg
ซักโครกกดไม่ค่อยลง,  B-FacilitiesNeg
ขี้ลอย,  I-FacilitiesNeg
ต้องกดหลายๆทีถึงจะหมด,  I-FacilitiesNeg
ท่อน้ำทิ้งก็ละบายช้ามาก,  I-FacilitiesNeg
อาบน้ำทีน้ำเต็มพื้น,  I-FacilitiesNeg
แล้วก็มีกลิ่นออกมาจากท่อ,  I-FacilitiesNeg
ไม่มีน้ำดื่มให้,  I-FacilitiesNeg
หาที่จอดรถลำบาก,  I-FacilitiesNeg
ยิ่งถ้าไปเที่ยวกลับมาดึกๆ,  I-FacilitiesNeg
ต้องขับไปจอดด้านในไกลสุด,  I-FacilitiesNeg
อาหารเช้าไม่กล้าทาน,  B-FoodNeg
เพราะกลางคืนพยายามดื่มให้เมาแล้วนอน,  O
รีบตื่นรีบเช็คเอาท์,  O
กลับ,  O
ไม่เอาแล้ว,  O
ห้องพักสะอาด,  B-CleanPos
คุ้มค่ากับราคา,  B-ValuePos
วิวที่ได้ดีมาก,  B-GoodView
แม้จะไม่ได้ติดทะเลแต่เดินทางสะดวก,  B-LocationPos
ส่วนกลางดีมาก,  B-FacilitiesPos
มีที่ให้เล่นน้ำ,  I-FacilitiesPos
เล่นบอร์ดเกม,  I-FacilitiesPos
ปิงปอง,  I-FacilitiesPos
ฟุตบอลโต๊ะ,  I-FacilitiesPos
แต่สระน้ำปิดเร็วไปนิด,  I-FacilitiesPos
น่าจะว่ายได้24ชม.,  I-FacilitiesPos
เพราะเดินทางจากกทม.มาถึงบางแสนก็ทุ่มนึงแล้ว,  O
มีเวลาเล่นแค่2ชม.เอง,  O
ห้องพักสะอาด,  B-CleanPos
นอนหลับสบาย,  B-RoomPos
เงียบ,  I-RoomPos
ไม่มีเสียงรบกวน,  I-RoomPos
สิ่งอำนวยความสะดวกในห้องครบถ้วน,  B-FacilitiesPos
พนักงานบริการดี,  B-ServicePos
ที่จอดรถกว้าง,  B-FacilitiesPos
โรงแรมอยู่ซอยถัดจากริมหาด,  B-LocationPos
สามารถเดินได้,  O
แต่เข้าพักตอนช่วงหยุดยาว,  O
เวลาเชคอินบ่ายสอง,  O
คิวยาวมาก,  O
จุดรอเชคอินไม่มีแอร์,  O
ค่อนข้างร้อน,  O
แต่โดยรวมประทับใจค่ะ,  B-ImpressedPos
ห้องพักสะอาด,  B-CleanPos
สิ่งอำนวยความสะดวกครบ,  B-FacilitiesPos
อยู่ใกล้หาดวอนนภา,  B-LocationPos
ที่จอดรถมีไม่มากจอดฟรีสำหรับลูกค้า,  B-FacilitiesNeu
อาหารเช้าค่อนข้างผิดหวัง,  B-FoodNeu
มีแต่ข้าวต้มกับกาแฟโอวัลติน,  I-FoodNeu
ถ้าต้องการการไข่ดาว,  I-FoodNeu
คุณต้องจ่ายเพิ่ม,  I-FoodNeu
ซึ่งข้าวต้มก็ไม่สามารถเติมได้,  I-FoodNeu
ทานได้ครั้งเดียวมีปริมาณน้อย,  I-FoodNeu
กับ,  I-FoodNeu
กุ้ง3,  I-FoodNeu
ตัว,  I-FoodNeu
ส่วนโอวัลตินกาแฟ,  I-FoodNeu
ขนมปัง,  I-FoodNeu
เติมได้,  I-FoodNeu
เป็นอาหารเช้าที่น่าเบื่อ,  I-FoodNeu
แพงเกินไปไม่สมกับราคา,  B-ValueNeg
หนีไปค่ะ,  B-RecommendNeg
ไม่แนะนำ,  B-RecommendNeg
ภาพกับของจริงต่างกันมาก,  O
บริเวณโรงแรมมีกลิ่นเหม็นคาว,  O
ไม่คุ้มค่าเงินที่จ่ายเลย,  B-ValueNeg
บริการแม่บ้านแย่มาก,  B-ServiceNeg
ห้องไม่สะอาด,  B-CleanNeg
ห้องน้ำมีกลิ่นเหม็น,  I-CleanNeg
ห้องสกปรกมาก,  B-CleanNeg
มีคราบเหลือง,  I-CleanNeg
อาหารมีแต่ข้าวต้ม,  B-FoodNeu
ต้องยืนรอ,  I-FoodNeu
ห้องน้ำ,  B-RoomNeg
ระบายน้ำไม่ดี,  I-RoomNeg
แทบจะสระผมไม่ได้มีน้ำขังคะ,  I-RoomNeg
ไม่ดีค่ะ,  B-FacilitiesNeg
ขออะไรใหม่ไม่ได้เช่นผ้าเช็ดตัวเปียกขอใหม่,  I-FacilitiesNeg
ก็คือคิดเงินเพิ่ม,  I-FacilitiesNeg
ออกช้าก็คือคิดเงินเพิ่มเลย,  I-FacilitiesNeg
ไม่มีการผ่อนปรนให้,  I-FacilitiesNeg
โรงแรมด้านนอกดูเหมือนจะดี,  B-CleanNeg
แต่ด้านในไม่สะอาด,  I-CleanNeg
ห้องเสียงดังเวลาอีกห้องปิดประตู,  O
ไม่เก็บเสียง,  O
ไม่รู้ได้,  O
